nan,num_qubits,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
nan,Number(N),15,15,15,15,15,15,15,21,21,21,21,21,21,21,21,21,21,21,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
nan,a,2,4,7,8,11,13,14,2,4,5,8,10,11,13,16,17,19,20,2,4,5,7,8,10,13,14,16,17,19,20,23,25,25,28,29,31,32
nan,start_time,21:39:09,21:41:12,21:43:18,21:45:28,21:47:53,21:50:06,21:52:32,22:04:41,22:28:02,22:45:38,23:02:24,23:19:14,23:33:43,00:07:53,00:50:58,01:36:58,01:39:44,01:38:25,22:29:33,02:22:29,02:24:12,02:25:58,02:27:09,02:28:09,10:06:56,02:31:49,06:11:19,06:09:42,02:29:21,06:08:03,02:35:12,02:36:03,02:36:03,06:06:34,06:04:47,06:03:05,06:01:20
nan,end_time,21:41:04,21:43:09,21:45:14,21:47:45,21:49:58,21:52:23,21:53:49,22:27:44,22:45:17,23:02:01,23:18:57,23:33:27,00:06:47,00:50:12,01:35:44,02:20:06,02:09:20,02:08:43,02:24:04,08:04:00,08:41:06,09:10:05,09:24:25,09:29:34,10:59:21,09:50:02,11:41:30,11:38:43,09:41:24,11:31:11,09:52:37,09:53:54,09:53:54,11:25:41,11:13:32,10:50:03,10:35:36
nan,duration,01:55.2,01:57.3,01:56.1,02:17.2,02:04.5,0:02:16.748575,0:01:16.922519,0:23:03.879725,0:17:14.918697,0:16:23.271613,0:16:33.306095,0:14:13.266473,0:33:03.477397,0:42:19.017659,0:44:46.111364,0:43:07.452825,0:29:35.634059,0:30:17.489607,3:54:30.485186,5:41:31.257363,6:16:54.534514,6:44:06.547843,6:57:15.560502,7:01:24.821306,52:24.7,7:18:12.515347,5:30:11.148326,5:29:00.881672,7:12:03.301122,5:23:08.069621,7:17:24.329644,7:17:50.911327,7:17:50.911327,5:19:07.328852,5:08:45.614289,4:46:58.067889,4:34:16.022638
nan,result_factors,"[[3, 5]]","[[3, 5]]","[[3, 5]]","[[3, 5]]","[[3, 5]]","[[3, 5]]",[],"[[3, 7]]",[],[],"[[3, 7]]","[[3, 7]]","[[3, 7]]","[[3, 7]]",[],[],"[[3, 7]]",[],[],[],"[[3, 11]]","[[3, 11]]",[],"[[3, 11]]","[[3, 11]]","[[3, 11]]",[],[],[],[],"[[3, 11]]",[],[],[],[],[],[]
nan,prob_success,21.09375,52.24609375,22.65625,24.90234375,47.55859375,16.796875,0,12.109375,0,0,46.38671875,7.421875,7.421875,48.046875,0,0,7.03125,0,0,0,5.859375,6.640625,0,45.21484375,9.375,5.37109375,0,0,0,0,40.33203125,0,0,0,0,0,0
nan,prob_failure,78.90625,47.75390625,77.34375,75.09765625,52.44140625,83.203125,100.0,87.890625,100.0,100.0,53.61328125,92.578125,92.578125,51.953125,100.0,100.0,92.96875,100.0,100.0,100.0,94.140625,93.359375,100.0,54.78515625,90.625,94.62890625,100.0,100.0,100.0,100.0,59.66796875,100.0,100.0,100.0,100.0,100.0,100.0
nan,total_counts,128,128,128,128,128,127,128,635,633,662,442,650,650,447,652,674,647,446,904,908,902,912,921,808,127,925,907,898,914,900,812,912,912,903,903,916,803
nan,result_successful_counts,30,67,28,28,61,22,0,74,0,0,201,53,54,207,0,0,45,0,0,0,53,61,0,364,12,49,0,0,0,0,329,0,0,0,0,0,0
nan,result_failure_counts,98,61,100,100,67,105,128,561,633,662,241,597,596,240,652,674,602,446,904,908,849,851,921,444,115,876,907,898,914,900,483,912,912,903,903,916,803
nan,circuit_width,20,20,20,20,20,20,20,24,24,24,24,24,24,24,24,24,24,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
nan,circuit_depth,7338,7338,7338,7338,7338,7338,7338,15965,15965,15965,15965,15965,15965,15965,15965,15965,15965,15965,36662,36662,36662,36662,36662,36662,36662,36662,36662,36662,36662,36662,36662,36662,36662,36662,36662,36662,36662
nan,circuit_size,11085,11085,11085,11085,11085,11085,11085,24003,24003,24003,24003,24003,24003,24003,24003,24003,24003,24003,51661,51661,51661,51661,51661,51661,51661,51661,51661,51661,51661,51661,51661,51661,51661,51661,51661,51661,51661
nan,circuit_num_nonlocal_gates,8160,8160,8160,8160,8160,8160,8160,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,29592,29592,29592,29592,29592,29592,29592,29592,29592,29592,29592,29592,29592,29592,29592,29592,29592,29592,29592
nan,circuit_num_ancillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nan,circuit_num_clbits,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
nan,circuit_num_qubits,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
nan,circuit_num_of_count_ops,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
nan,circuit_num_of_x,137,137,137,137,137,137,137,211,211,211,211,211,211,211,211,211,211,211,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301
nan,circuit_num_of_measure,510,510,510,510,510,510,510,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190
nan,circuit_num_of_h,1703,1703,1703,1703,1703,1703,1703,3673,3673,3673,3673,3673,3673,3673,3673,3673,3673,3673,8475,8475,8475,8475,8475,8475,8475,8475,8475,8475,8475,8475,8475,8475,8475,8475,8475,8475,8475
nan,circuit_num_of_cswap,32,32,32,32,32,32,32,50,50,50,50,50,50,50,50,50,50,50,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
nan,circuit_num_of_swap,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,circuit_num_of_cx,2048,2048,2048,2048,2048,2048,2048,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,6336,6336,6336,6336,6336,6336,6336,6336,6336,6336,6336,6336,6336,6336,6336,6336,6336,6336,6336
nan,circuit_num_of_toffoli,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,circuit_num_of_p,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,circuit_num_of_t,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,circuit_decomposed_width,20,20,20,20,20,20,20,24,24,24,24,24,24,24,24,24,24,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
nan,circuit_decomposed_depth,18768,18768,18768,18768,18768,18768,18768,38448,38448,38448,38448,38448,38448,38448,38448,38448,38448,38448,76596,76596,76596,76596,76596,76596,76596,76596,76596,76596,76596,76596,76596,76596,76596,76596,76596,76596,76596
nan,circuit_decomposed_size,35469,35469,35469,35469,35469,35469,35469,74503,74503,74503,74503,74503,74503,74503,74503,74503,74503,74503,144541,144541,144541,144541,144541,144541,144541,144541,144541,144541,144541,144541,144541,144541,144541,144541,144541,144541,144541
nan,circuit_decomposed_num_nonlocal_gates,14304,14304,14304,14304,14304,14304,14304,29150,29150,29150,29150,29150,29150,29150,29150,29150,29150,29150,52920,52920,52920,52920,52920,52920,52920,52920,52920,52920,52920,52920,52920,52920,52920,52920,52920,52920,52920
nan,circuit_decomposed_num_ancillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nan,circuit_decomposed_num_clbits,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
nan,circuit_decomposed_num_qubits,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
nan,circuit_decomposed_num_of_count_ops,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
nan,circuit_decomposed_num_of_x,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,circuit_decomposed_num_of_measure,510,510,510,510,510,510,510,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190,8190
nan,circuit_decomposed_num_of_h,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,circuit_decomposed_num_of_cswap,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,circuit_decomposed_num_of_swap,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
